movie_name,open_date,distributor_boxoffice,boxoffice_years
오렌지필름 기획전 - mixtape vol.7 오오극장,,,2022
SIPFF2022 오픈 프라이드: 새로운 세계로,,,2022
제24회 부산독립영화제 스펙트럼부산-리와인드,,,2022
제24회 부산독립영화제 딥포커스 4,,,2022
인디바이브 - 시간이 지나간 자리,,,2022
대구독립영화연말정산 2022 – 단편3,,,2022
"여자는 바람, 여자는 바람",19891007,(주)프리즘웍스,2022
한사람,,시네마달,2022
쓰리룸,,필름다빈,2022
[커뮤니티시네마페스티벌 2022] 공통섹션1: 영화로운 우리,,,2022
SIFFF2022 오감만족 한국단편경선 3,,,2022
SESIFF2022 영등포 스토리,,,2022
인천 로컬단편 1 (인디플러스 영화의전당 개관 6주년 기획전),,,2022
양익준 전: 바라만 본다_단편모음3,,,2022
DIFF2022 임팩트 배급 상영,,,2022
SIFF2022 창작자의 작업실2,,,2022
쎄시봉,20150205,(주)씨제이이엔엠,2022
인디바이브 - 장르 가까이,,,2022
자유로,,(주)아토,2022
박철수의 헬로 임꺽정,19870822,,2022
여자의 함정,19820522,,2022
연희,,,2022
연애의 기술,20131030,(주)팝엔터테인먼트,2022
인천 로컬단편 2 (인디플러스 영화의전당 개관 6주년 기획전),,,2022
팔당 사람들,,,2022
전망 좋은 방 - 맛있는 섹스2,,,2022
거짓말 섹스가 좋아,20130704,(주)케이알씨지,2022
깊은 사랑,20121212,(주)케이알씨지,2022
숙명,20080320,씨제이엔터테인먼트,2022
레드 아이,20050218,영화사청어람(주),2022
런투유(RUN 2 U),20030523,,2022
지독한 사랑,19960615,,2022|2024
고스트 맘마,19961221,,2022
애란,19890812,,2022
접시꽃 당신,19880319,,2022|2023
대구독립영화연말정산 2022 - 단편4,,,2022
판타스틱 씨네클래스 - 잇다,,,2022
SIFFF2022 오감만족 한국단편경선 2,,,2022
SIFFF2022 오감만족 한국단편경선 5,,,2022
SIPFF2022 오픈 프라이드: 경계를 넘어,,,2022
SIFFF2022 오감만족 한국단편경선 1,,,2022
SBFF2022 성북시퀀스 옴니버스,,,2022
제24회 부산독립영화제 스펙트럼부산-나우 1,,,2022
젖은섹남섹녀-무삭제,,스마일컨텐츠,2022
섹남 길들이기,,케이엘 픽쳐스,2022
몰래 먹는 누나,,케이엘 픽쳐스,2022
맛있는 마사지 무삭제판,,(주)가온콘텐츠,2022
힐링하우스 : 섹스의 왕국 무삭제판,,(주)가온콘텐츠,2022
가슴큰간병인-특별한서비스-무삭제,,에이원 미디어,2022
아찔한 섹스,,케이엘 픽쳐스,2022
선수의 섹스 그리고 사랑,,케이엘 픽쳐스,2022
야릇한 이중생활,,케이엘 픽쳐스,2022
섹스소녀 15,,케이엘 픽쳐스,2022
구멍에 물주기,,케이엘 픽쳐스,2022
[2022 유네스코 영화 창의도시 부산 위크] 원더풀미래대학,,,2022
[2022 유네스코 영화 창의도시 부산 위크] 부산패키지프로젝트,,,2022
[2022 유네스코 영화 창의도시 부산 위크] 마을영화만들기 2,,,2022
1986 김성수 의문사,,,2022
초우,,,2022|2024
일월,,,2022
막차로 온 손님들,,,2022|2025
토지,19741123,,2022
삼총사 타임머신 001,19800112,,2022
15소년 우주 표류기,19800727,,2022
오염된 자식들,19820925,,2022
독고탁 다시 찾은 마운드,19850813,,2022
각시탈,19861220,,2022
사랑은 지금부터 시작이야,19910112,,2022
은마는 오지 않는다,19911005,,2022
태백산맥,19940917,,2022
헐리우드 키드의 생애,19940730,,2022|2023
블랙잭,19970913,,2022
해가 서쪽에서 뜬다면,19981219,,2022|2024
엄마 찾아 삼만리,19810105,(주)선우프로덕션,2022
별나라 삼총사,19790721,,2022
어제 내린 비,19750101,,2022
내일은 월드컵,,,2022
몽상가들,,,2022
제7회 난민영화제-단편,,,2022
제10회 디아스포라영화제 순회상영회,,,2022
DIFF2022 대구신작,,,2022
양익준 전: 바라만 본다_단편모음1,,,2022
양익준 전: 바라만 본다_단편모음2,,,2022
신한솔 감독전 - 단편모음,,,2022
망고,,,2022
관객프로그래머 초이스! - 장영선 감독전,,,2022
SIAFF2022 묶음 상영 5,,,2022
SBFF2022 단편경쟁1,,,2022
SBFF2022 단편경쟁2,,,2022
SBFF2022 단편경쟁4,,,2022
SBFF2022 단편경쟁7,,,2022
SBFF2022 성북시퀀스2,,,2022
SBFF2022 개막식,,,2022
SBFF2022 단편경쟁3,,,2022
SBFF2022 단편경쟁5,,,2022
SBFF2022 단편경쟁6,,,2022
SBFF2022 단편경쟁8,,,2022
SBFF2022 성북시퀀스1,,,2022
제2회 2030청년영화제 묶음2,,,2022
제2회 2030청년영화제 개막작,,,2022
제2회 2030청년영화제 일반초청작,,,2022
제2회 2030청년영화제 묶음1,,,2022
[2022 유네스코 영화 창의도시 부산 위크] 마을영화만들기 1,,,2022
"뮤지컬 공연실황, 알쏭달쏭 캐치! 티니핑",20230503,"씨제이 씨지브이(CJ CGV)(주),씨지브이 아이스콘",2023
링팝 : 더 퍼스트 브이알콘서트 에스파,,(주)어메이즈브이알코리아,2023
엔통이의 동요나라2,,(주)이놀미디어,2023
드리핀 스페셜 무비 : 에덴,,,2023
"나무, 물고기, 달",,(주)이놀미디어,2023
우리 연애 시뮬레이션 (드라마판),,,2023
4: 클린 아일랜드,,,2023
어쩌다 활동가,,(주)시네마달,2023|2024
SIFF2023-단편경쟁1,,,2023
SIFF2023-단편경쟁6,,,2023
SIFF2023-선택단편2,,,2023
신생대의 삶,,,2023|2024
소리굴다리,,,2023
뿌리이야기,,,2023
SIFF2023-단편경쟁5,,,2023
SIFF2023-단편경쟁4,,,2023
SIFF2023-선택단편3,,,2023
2023 CJ도너스캠프 청소년 문화동아리 SHOWCASE- 공연부문,,,2023
2023 CJ도너스캠프 청소년 문화동아리 SHOWCASE- 패션뷰티부문,,,2023
2023 CJ도너스캠프 청소년 문화동아리 SHOWCASE- 요리부문,,,2023
SIFF2023-페스티벌초이스 단편4,,,2023
"시민 여러분, 반갑습니다",,,2023|2024|2025
2023 CJ도너스캠프 청소년 문화동아리 SHOWCASE- 영화부문,,,2023
2023 CJ도너스캠프 청소년 문화동아리 SHOWCASE- 음악부문,,,2023
CJ도너스캠프 청소년 문화동아리 SHOWCASE 패션뷰티부문,,,2023
CJ도너스캠프 청소년 문화동아리 SHOWCASE 요리부문,,,2023
CJ도너스캠프 청소년 문화동아리 SHOWCASE 영화부문,,,2023
2023 CJ도너스캠프 청소년 문화동아리 SHOWCASE- 방송부문,,,2023
제24회 대구단편영화제 개막작,,,2023
CJ도너스캠프 청소년 문화동아리 SHOWCASE 방송부문,,,2023
SIFF2023-로컬시네마3,,,2023
제4회 충북교육영화제 영화제작캠프 스토리,,,2023
"제4회 충북교육영화제 요즘, 우리들Ⅰ",,,2023
"제4회 충북교육영화제 요즘, 우리들Ⅱ",,,2023
제4회 충북교육영화제 좌충우돌 성장스토리,,,2023
"제4회 충북교육영화제 요즘, 우리들Ⅲ",,,2023
SIFF2023-단편경쟁7,,,2023
제 12회 원주여성영화제 [앞으로 나아가기 위해],,,2023
제 12회 원주여성영화제 [손을 내밀어줄 용기가 있다면],,,2023
제 12회 원주여성영화제 [뜻밖의 누군가로부터 위로를 받을 때],,,2023
제 12회 원주여성영화제 [내가 사는 세상을 너에게 보여줄게],,,2023
SIFF2023-페스티벌초이스 단편3,,,2023
SIFF2023-선택단편1,,,2023
제25회 한예종 졸업영화제 섹션 7,,,2023
SIFF2023-페스티벌초이스 단편1,,,2023
미미와 철수의 청춘스케치,19870704,,2023|2024
포수,,,2023
[제1회 4.3영화제] 평화와인권2,,,2023
[제1회 4.3영화제] 연대와미래3,,,2023
[제1회 4.3영화제] 연대와 미래1,,,2023
수궁,20260101,(주)드림팩트엔터테인먼트,2023
NDFF 경연 국내단편 1,,,2023
NDFF 경연 국내단편 2,,,2023
NDFF 경연 국내단편 3,,,2023
NDFF 경연 국내단편 4,,,2023
NDFF 풍광: 남도이야기,,,2023
아메랄드,,,2023
SIFF2023-로컬시네마2,,,2023
해피메리엔딩,,(주)키다리스튜디오,2023
로보카폴리 안전교실 소방편,,(주)로이비쥬얼,2023|2024|2025
남자사용설명서,20130214,(주)쇼박스,2023
SIFF2023-페스티벌초이스 단편2,,,2023
SIFF2023-페스티벌초이스 단편6,,,2023
[낫띵벗필름 x 인디스페이스] 김철윤: 낭만통,,,2023
2022 스토리업 선정작 시사회,,,2023
SIFF2023-단편경쟁2,,,2023
인디피크닉2023 단편1. 청년의 도시,,,2023
벽을 해킹하기 : 개구리들,,,2023
제17회 안양여성인권영화제 단편섹션 1,,,2023
이 영화의 끝에서,,,2023|2025
SIFF2023-단편경쟁3,,,2023
SIFF2023-심야상영 밤새 GO,,,2023
SIFF2023-페스티벌초이스 단편5,,,2023
정이,,,2023
떨,,(주)더쿱와이드,2023
여공의 밤,,(주)시네마달,2023|2024
제19회 서울인디애니페스트2023 독립보행1,,,2023
제19회 서울인디애니페스트2023 새벽비행2,,,2023
인디애니씨어터 with 애니메이션 어워즈2,,,2023
인디애니씨어터 with 애니메이션 어워즈1,,,2023
인디애니씨어터 with 애니메이션 어워즈3,,,2023
인디애니씨어터 with 애니메이션 어워즈 새로운 발견,,,2023
인디애니씨어터 with 애니메이션 어워즈 스튜디오 특별전,,,2023
BISFF 2023 리턴즈! 부산국제단편영화제 순회상영회 국내 수상작,,,2023
감자,,,2023
NDFF 풍광: 우리의 계절,,,2023
철수와영희,,,2023
CISFF2023 네트워크시네마,,,2023
삼각형의 마음,,(주)시네마달,2023
제25회 한예종 졸업영화제 섹션 1,,,2023
극락도 살인사건,20070412,"(주)엠케이픽처스 ,(주)두엔터테인먼트",2023
제25회 한예종 졸업영화제 섹션 3,,,2023
제25회 한예종 졸업영화제 섹션 5,,,2023
제19회 프라이드스크린 개막작,,,2023
제15회 서울영등포국제초단편영화제 넥스트 웨이브 1,,,2023
제15회 서울영등포국제초단편영화제 넥스트 웨이브 2,,,2023
제19회 서울인디애니페스트2023 새벽비행1,,,2023
SIFF2023-로컬시네마1,,,2023
제10회 미쟝센 단편영화제-MSFF PEOPLE 특별상영,20110624,,2023
SIPFF2023 한국단편경쟁 4,,,2023
핸드폰,20090219,에스케이텔레콤(주),2023
제25회 한예종 졸업영화제 섹션 8,,,2023
제25회 한예종 졸업영화제 섹션 6,,,2023
제 10회 크리어스 필름 페스티벌,,,2023
2023 중앙영화제 그린 : Green Light,,,2023
SIPFF2023 한국단편-비경쟁 1,,,2023
제19회 서울인디애니페스트2023 독립보행3,,,2023
제24회 대구단편영화제 경쟁3,,,2023
제24회 대구단편영화제 경쟁4,,,2023
제15회 서울영등포국제초단편영화제 뉴 제너레이션 경쟁 3,,,2023
제24회 대구단편영화제 경쟁9,,,2023
제10회 미쟝센 단편영화제-전년도 수상작,,,2023
제24회 대구단편영화제 경쟁6,,,2023
제24회 대구단편영화제 경쟁5,,,2023
김최용준: 長RE전,,,2023
시몬 김성수 : 우리는 최고다,,영화배급협동조합 씨네소파,2023|2024
미호의 여정,,,2023
14회 광주여성영화제 메이드 인 광주,,,2023
제6회 김포국제청소년영화제 폐막작,,,2023
14회 광주여성영화제 피어나는: 단편초청,,,2023
14회 광주여성영화제 잊혀지지 않는 여전사들,,,2023
제24회 대구단편영화제 경쟁12,,,2023
제24회 대구단편영화제 경쟁1,,,2023
SIPFF2023 한국단편경쟁 2,,,2023
제12회 광주독립영화제: 펑키 호러 나이트 단편 초청 3,,,2023
제19회 서울인디애니페스트2023 독립보행2,,,2023
울려고 내가 왔던가,,,2023|2025
SIPFF2023 한국단편경쟁 3,,,2023
제24회 대구단편영화제 경쟁10,,,2023
제17회 안양여성인권영화제 단편섹션 3,,,2023
제17회 안양여성인권영화제 단편섹션 2,,,2023
제24회 대구단편영화제 경쟁8,,,2023
제24회 대구단편영화제 경쟁2,,,2023
제10회 스토리업쇼츠 섹션2. 대담한 대담: 너의 세계를 들여다 보면,,,2023
제10회 스토리업쇼츠 섹션1. …좋아하세요?,,,2023
제25회 한예종 졸업영화제 섹션 2,,,2023
반짝다큐페스티발 섹션 5,,,2023
제25회 한예종 졸업영화제 섹션 4,,,2023
님과 함께:만남 중창단,,,2023
SIPFF2023 한국단편경쟁 1,,,2023
"인디피크닉2023 단편5. 사랑의 마음, 사랑의 대화",,,2023
SIFF2023-아카이브1,,,2023
"제12회 스토리업 쇼츠 섹션1. 지은이, 옮긴이, 엮은이",,,2023
제24회 대구단편영화제 경쟁11,,,2023
애니살롱전 4월: 그저 잃어버릴 수만은 없는 것들에 대하여,,,2023
2023 중앙영화제 블랙 : Black Light,,,2023
제24회 대구단편영화제 경쟁7,,,2023
쌍무지개 뜨는언덕,19770825,,2023
제19회 서울인디애니페스트2023 랜선비행,,,2023
제9회 스토리업쇼츠 섹션2. 대담한 대담: 실화를 바탕으로 함,,,2023
제15회 대단한 단편영화제 단편경쟁 4,,,2023
제12회 광주독립영화제: 메이드 인 광주 단편 신작선 3,,,2023
우리,,,2023
14회 광주여성영화제 귄 당선작 3,,,2023
14회 광주여성영화제 귄 당선작 2,,,2023
14회 광주여성영화제 지역여성영화제 교류전,,,2023
2023 SICFF 제작지원작,,,2023
14회 광주여성영화제 귄 당선작 1,,,2023
제24회 대구단편영화제 디프 초이스 3 - 이다영 감독전,,,2023
제9회 스토리업쇼츠 섹션1. 우연적 필연,,,2023
14회 광주여성영화제 선을넘는: 단편초청,,,2023
잊혀진 여전사,,,2023
그랑프리,20100916,(주)싸이더스,2023
광주독립영화관 연례보고전 메이드 인 광주,,,2023
인디피크닉2023 단편4. 꼬리에 꼬리를 무는 이야기,,,2023
제10회 미쟝센 단편영화제-각양각색 배우열전 3,,,2023
그대안의 블루,19921225,,2023
2023 중앙영화제 블루 : Blue Light,,,2023
제12회 광주독립영화제: 5월 이야기,,,2023
제15회 서울영등포국제초단편영화제 뉴 제너레이션 경쟁 1,,,2023
SIPFF 2023한국단편-비경쟁 4,,,2023
반짝다큐페스티발 섹션 7,,,2023
제25회 한예종 졸업영화제 섹션 22,,,2023
"영화로운 단편영화선 - 지금, 우리, 여기",,,2023
제10회 마리끌레르영화제: 박정민 단편 상영,,,2023
제25회 한예종 졸업영화제 섹션 18,,,2023
제25회 한예종 졸업영화제 섹션 24,,,2023
제25회 한예종 졸업영화제 섹션 20,,,2023
제25회 한예종 졸업영화제 섹션 21,,,2023
제25회 한예종 졸업영화제 섹션 23,,,2023
반짝다큐페스티발 섹션 8,,,2023
제19회 서울인디애니페스트2023 한국 파노라마,,,2023
2023 세계일화국제불교영화제 동국 OTT쇼케이스,,,2023
2023 SICFF 영화마루2,,,2023
제25회 한예종 졸업영화제 섹션 17,,,2023
제25회 한예종 졸업영화제 섹션 19,,,2023
반짝다큐페스티발 섹션 4,,,2023
제12회 스토리업 쇼츠 섹션2. 대담한 대담: 크레딧이 올라간 후에,,,2023
제6회 전주국제단편영화제 국내3,,,2023
SIWOLF2023-단편 경쟁3,,,2023
애니살롱전 8월: 낯선 SF 판타지의 세계가 열린다,,,2023
제25회 한예종 졸업영화제 섹션 9,,,2023
제25회 한예종 졸업영화제 섹션 10,,,2023
제25회 한예종 졸업영화제 섹션 12,,,2023
제25회 한예종 졸업영화제 섹션 13,,,2023
제25회 한예종 졸업영화제 섹션 16,,,2023
제25회 한예종 졸업영화제 섹션 11,,,2023
제25회 한예종 졸업영화제 섹션 14,,,2023
제25회 한예종 졸업영화제 섹션 15,,,2023
버퍼존,,,2023
밤 산책,,,2023
"월간 동물영화 6월 - 위계와 관계의 이미지들: 이옥섭, 장윤미 동물영화 단편선",,,2023
제15회 대단한 단편영화제 단편경쟁 1,,,2023
제6회 전주국제단편영화제 전북2,,,2023
공민정 배우 단편선,,,2023
인디피크닉2023 단편2. 너희는 우리보다,,,2023
제15회 대단한 단편영화제 단편경쟁 3,,,2023
"제11회 스토리업 쇼츠 섹션1. 우리, 집, 우리",,,2023
제11회 스토리업 쇼츠 섹션2. 대담한 대담: 장르 밖의 장르,,,2023
SIPFF2023 한국단편-비경쟁 2,,,2023
반짝다큐페스티발 섹션 9,,,2023
2023 중앙영화제 레드 : Red Light,,,2023
썸머프라이드시네마2023 김해나 배우 특별전,,,2023
애니살롱전 6월: 애니메이션으로 만나는 동화의 세계,,,2023
제15회 대단한 단편영화제 단편경쟁 2,,,2023
[제4회 구지독립영화제] 섹션2: 멈춤,,,2023
[제4회 구지독립영화제] 섹션1: 닫힘,,,2023
[제4회 구지독립영화제] 섹션3: 열림,,,2023
2023 SICFF 영화마루1,,,2023
SIWOLF2023-단편 경쟁2,,,2023
"인생, 뭐 대수인가",,,2023
제 2회 서울문화고 문화영상제 3학년 작품,,,2023
제 2회 서울문화고 문화영상제 2학년 작품,,,2023
제 2회 서울문화고 문화영상제 1학년 작품,,,2023
SIFF2023-깜작상영,,,2023
제15회 대단한 단편영화제 단편스페셜 1,,,2023
먹다 버릴 지구는 없다,,,2023
SIPFF2023 한국단편-비경쟁 3,,,2023
한국영화 씻김,,,2023
인디피크닉2023 단편6. 네 앞에 선 얼굴,,,2023
썸머프라이드시네마2023 단편 2,,,2023
제15회 대단한 단편영화제 단편초청 2,,,2023
앵콜! 수요단편극장: 일상에 깃든 공포 단편선,,,2023
포BTI 1차 상영회(포BTI_확신의P_202307.zip),,,2023
제25회 부산독립영화제 메이드 인 부산 4,,,2023
제15회 서울영등포국제초단편영화제 뉴 제너레이션 경쟁 2,,,2023
반짝다큐페스티발 섹션 6,,,2023
애니살롱전 12월: 어떤 기억,,,2023
2023싸페 한국SF: 단편4,,,2023
[낫띵벗필름 x 인디스페이스] 정보람: 이면,,,2023
배우 손수현 특별전 ‘뻗어 나가는 언어의 길’,,,2023
2023년 6월 수요단편극장: 그래서 우리는 사랑을 하지 - 청소년 퀴어 단편선,,,2023
반짝다큐페스티발 섹션 2,,,2023
#Take No. 고백(인디스데이),,,2023
1월 수요단편극장: 스릴러를 파고든 조용하고 강력한 힘 - 윤소희X이주영X김소진,,,2023
제15회 대단한 단편영화제 단편초청 1,,,2023
제24회 대구단편영화제 미드나잇 시네마,,,2023
인디피크닉2023 단편3. 현실과 거울,,,2023
건축학 고양이,,,2023
SIWOLF2023-단편 경쟁1,,,2023
악의 연대기,20150514,(주)씨제이이엔엠,2023
"08월 수요단편극장: 감각하고 연결되고 확장하는, 여성의 몸이 가진 무한한 서사",,,2023
