movie_id,movie_name,open_date,genre,rating,director,production_company,distributor_meta,distributor_boxoffice,distributor_final,rep_nation,nation,total_sales_amount,total_audience_count,screen_count_peak,show_count_total,sales_share_peak,boxoffice_year_count,boxoffice_years,match_status,match_strategy
20158910,하숙집 2,20160107,멜로/로맨스|드라마,청소년관람불가,정태령,영화사 인연,(주)소나무픽쳐스,(주)소나무픽쳐스,(주)소나무픽쳐스,한국,한국,7053000,1266,20,46,0,1,2016,matched,exact
20152105,"시발, 놈: 인류의 시작",20160818,코미디|드라마,15세이상관람가,백승기,(주)엣나인필름,(주)엣나인필름,(주)엣나인필름,(주)엣나인필름,한국,한국,8826400,1165,10,152,0,2,2016|2021,matched,exact
,강화도령,,,,,,,,,한국,한국,6307000,2993,2,69,0,6,2016|2017|2019|2020|2021|2025,unmatched,none
,미워도 다시 한번 3,19700101,,,,,,,,한국,한국,2738000,1369,1,35,0,2,2016|2017,unmatched,none
20163107,아더왕의 전설,20161109,공연|뮤지컬,전체관람가|전체관람가,정성복,(주)패뷸러스,(주)패뷸러스,(주)패뷸러스,(주)패뷸러스,한국,한국,17510400,1165,5,35,0,2,2016|2017,matched,exact
,원점,,,,,,,,,한국,한국,2836000,1418,1,27,0,2,2016|2017,unmatched,none
,무영탑,,,,,,,,,한국,한국,3099000,1554,1,34,0,4,2016|2017|2020|2022,unmatched,none
,하숙생,,,,,,,,,한국,한국,2198000,1099,1,20,0,1,2016,unmatched,none
,암굴왕,,,,,,,,,한국,한국,2887000,1441,1,37,0,2,2016|2017,unmatched,none
,땡볕,19850801,,,,,,,,한국,한국,1936000,968,1,19,0,1,2016,unmatched,none
,서울의 지붕 밑,,,,,,,,,한국,한국,6386000,3177,1,115,0,9,2016|2017|2018|2019|2020|2022|2023|2024|2025,unmatched,none
,이조 여인잔혹사,19690502,,,,,,,,한국,한국,3160000,1718,1,46,0,5,2016|2017|2018|2021|2022,unmatched,none
,헬머니,20150305,,,,,,(주)넥스트엔터테인먼트월드(NEW),(주)넥스트엔터테인먼트월드(NEW),한국,한국,2830000,942,1,24,0,1,2016,unmatched,none
,생사투,19740228,,,,,,,,한국,한국,1834000,917,1,18,0,1,2016,unmatched,none
,태양은늙지않는다,,,,,,,,,한국,한국,1819000,907,1,20,0,1,2016,unmatched,none
,연평해전,20150624,,,,,,(주)넥스트엔터테인먼트월드(NEW),(주)넥스트엔터테인먼트월드(NEW),한국,한국,11542500,2255,4,50,0,8,2016|2017|2020|2021|2022|2023|2024|2025,unmatched,none
,별아 내 가슴에,19580531,,,,,,,,한국,한국,1802000,901,1,16,0,1,2016,unmatched,none
,뷰티 인사이드,20150820,,,,,,(주)넥스트엔터테인먼트월드(NEW),(주)넥스트엔터테인먼트월드(NEW),한국,한국,39207500,4875,66,744,0,7,2016|2017|2018|2019|2020|2021|2023,unmatched,none
,죽음의 다섯 손가락,19721202,,,,,,,,한국,한국,1700000,850,1,19,0,3,2016|2018|2019,unmatched,none
,꿈,19550116,,,,,,,,한국,한국,3035000,1503,1,35,0,3,2016|2019|2024,unmatched,none
,대결투,19730223,,,,,,,,한국,한국,1643000,819,1,18,0,1,2016,unmatched,none
,사도,20150916,,,,,,(주)쇼박스,(주)쇼박스,한국,한국,3821000,896,1,30,0,4,2016|2017|2018|2020,unmatched,none
,극적인 하룻밤,20151203,,,,,,CGV아트하우스,CGV아트하우스,한국,한국,6106000,757,7,29,0,1,2016,unmatched,none
,철낭자,19710430,,,,,,,,한국,한국,2407000,1201,1,33,0,2,2016|2020,unmatched,none
,백사부인,19601002,,,,,,,,한국,한국,4280000,2060,1,57,0,4,2016|2017|2019|2021,unmatched,none
,왕자 호동,,,,,,,,,한국,한국,6574000,2927,1,94,0,8,2016|2017|2018|2019|2021|2022|2023|2024,unmatched,none
,너는 내 운명,19800328,,,,,,,,한국,한국,1794000,897,1,36,0,2,2016|2017,unmatched,none
,독립협회와 청년 이승만,,,,,,,,,한국,한국,1990000,995,1,27,0,3,2016|2019|2023,unmatched,none
,"1789, 바스티유의 연인들",20140918,,,,,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),한국,한국,6345000,700,6,39,0,2,2016|2017,unmatched,none
,암살,20150722,,,,,,(주)쇼박스,(주)쇼박스,한국,한국,10299900,1791,20,149,0,9,2016|2017|2018|2019|2020|2022|2023|2024|2025,unmatched,none
,렌의 애가,19690101,,,,,,,,한국,한국,3300000,1650,1,38,0,2,2016|2017,unmatched,none
,어둠의 자식들,19810807,,,,,,,,한국,한국,3284000,1642,1,38,0,3,2016|2017|2022,unmatched,none
,국제시장,20141217,,,,,,(주)씨제이이엔엠,(주)씨제이이엔엠,한국,한국,48107500,7736,4,92,0,9,2016|2017|2018|2019|2020|2022|2023|2024|2025,unmatched,none
20157105,수상한 언니들,20160303,멜로/로맨스|코미디,청소년관람불가,노진수,(주)인터하우스,(주)투한미디어,(주)투한미디어,(주)투한미디어,한국,한국,3333000,616,21,27,0,1,2016,matched,exact
,표류도,19601217,,,,,,,,한국,한국,3110000,1468,1,51,0,4,2016|2021|2023|2024,unmatched,none
20176103,돈,19500309,범죄,15세이상관람가,박누리,(주)사나이픽처스|(주)영화사 월광,(주)쇼박스,,(주)쇼박스,한국,한국,4082000,1744,1,60,0,7,2016|2017|2020|2021|2023|2024|2025,matched,name_only_unique
,검은 사제들,20151105,,,,,,(주)씨제이이엔엠,(주)씨제이이엔엠,한국,한국,9278500,1238,5,25,0,5,2016|2017|2018|2019|2025,unmatched,none
20158911,개인교수: 심화학습,20160218,멜로/로맨스|드라마,청소년관람불가,정태령,영화사 인연,(주)소나무픽쳐스,(주)소나무픽쳐스,(주)소나무픽쳐스,한국,한국,3688000,571,20,46,0,1,2016,matched,exact
20162662,동거의 목적,20160331,멜로/로맨스,청소년관람불가,조성우,(주)씨네토리,(주)제이에이와이이엔터테인먼트,(주)제이에이와이이엔터테인먼트,(주)제이에이와이이엔터테인먼트,한국,한국,2945000,566,20,40,0,1,2016,matched,exact
