"영화코드","영화명","개봉일","장르","관람등급","감독","제작사","배급사","국적"
"20255802","여자들 : 노래방, 미용실, 비키니바에서","20250828","멜로/로맨스","청소년관람불가","","(주)영화사가을","(주)영화사가을","한국"
"20257370","엄마 친구의 커다란 가슴","20250828","성인물(에로)","청소년관람불가","","영화사 만월","영화사 만월","한국"
"20255782","떡정 : 그녀가 자꾸 떠오른다","20250828","멜로/로맨스","청소년관람불가","","(주)영화사가을","(주)영화사가을","한국"
"20257307","가슴 큰 장모님","20250828","성인물(에로)","청소년관람불가","","영화사 만월","영화사 만월","한국"
"20257266","친구 여동생의 은밀한 맛","20250822","성인물(에로)","청소년관람불가","","영화사 만월","영화사 만월","한국"
"20255712","친구엄마 2025","20250821","멜로/로맨스","청소년관람불가","","(주)영화사가을","(주)영화사가을","한국"
"20254780","섹스 과외 : 학생엄마, 여학생, 남학생","20250821","멜로/로맨스","청소년관람불가","","(주)영화사가을","(주)영화사가을","한국"
"20256461","달궈진 그녀들의 빨간 밤","20250818","성인물(에로)|드라마","청소년관람불가","","","(주)스카이라이프티브이","한국"
"20255515","맛섹스 : 형수, 친구엄마, 며느리","20250814","멜로/로맨스","청소년관람불가","","(주)영화사가을","(주)영화사가을","한국"
"20256792","만춘","20250814","드라마","15세이상관람가","김문옥","스마일픽쳐스","(주)나우콘텐츠","한국"
"20254685","네 커플의 섹스 다이어리","20250814","멜로/로맨스","청소년관람불가","","(주)영화사가을","(주)영화사가을","한국"
"20256250","스와핑 : MZ커플의 은밀한섹스","20250811","성인물(에로)","청소년관람불가","현승우","에이원 미디어","에이원 미디어","한국"
"20256846","옆집 아줌마의 신음 소리","20250808","성인물(에로)","청소년관람불가","","영화사 만월","영화사 만월","한국"
"20254659","착한 엄마들","20250807","멜로/로맨스","청소년관람불가","","(주)영화사가을","(주)영화사가을","한국"
"20255535","여자가 무릎을 벌릴때","20250807","멜로/로맨스","청소년관람불가","","(주)영화사가을","(주)영화사가을","한국"
"20255936","시아버지의 욕정 방출기","20250801","성인물(에로)","청소년관람불가","","(주)씨맥스커뮤니케이션즈","(주)씨맥스커뮤니케이션즈","한국"
"20244537","강령: 귀신놀이","20250806","공포(호러)|미스터리|스릴러","15세이상관람가","손동완","(주)이오콘텐츠그룹","(주)스튜디오디에이치엘","한국"
"20231024","온리 갓 노우즈 에브리띵","20250822","미스터리|스릴러","15세이상관람가","백승환","(주)백그림","(주)트리플픽쳐스","한국"
"20257209","임영웅 [아임 히어로 2] 청음회","20250828","기타","전체관람가","","(주)씨제이이엔엠","씨지브이 아이스콘","한국"
"20256381","야당: 익스텐디드 컷","20250806","범죄|액션","청소년관람불가","황병국","(주)하이브미디어코프","메가박스중앙(주) 플러스엠 엔터테인먼트","한국"
"20256987","스피릿 핑거스! 4화","20250827","드라마|멜로/로맨스","12세이상관람가","이철하","주식회사 넘버쓰리픽쳐스","주식회사 넘버쓰리픽쳐스","한국"
"20256971","스피릿 핑거스! 3화","20250827","드라마|멜로/로맨스","12세이상관람가","이철하","주식회사 넘버쓰리픽쳐스","주식회사 넘버쓰리픽쳐스","한국"
"20256970","스피릿 핑거스! 2화","20250820","드라마|멜로/로맨스","12세이상관람가","이철하","주식회사 넘버쓰리픽쳐스","주식회사 넘버쓰리픽쳐스","한국"
"20256986","스피릿 핑거스! 1화","20250820","드라마|멜로/로맨스","12세이상관람가","이철하","주식회사 넘버쓰리픽쳐스","주식회사 넘버쓰리픽쳐스","한국"
"20232153","THE 자연인","20250820","코미디|미스터리","12세이상관람가","노영석","스톤워크","스톤워크","한국"
"20253224","다시 만날, 조국","20250514","다큐멘터리","12세이상관람가","정윤철|정상진","","(주)엣나인필름|㈜스튜디오 체인","한국"
"20256664","글래머의 더러운 섹스 취향","20250817","성인물(에로)","청소년관람불가","","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20256663","귀여운 복숭아 엉덩이에 대물 넣기","20250817","성인물(에로)","청소년관람불가","","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20256647","욕정 가득 음란한 아줌마","20250816","성인물(에로)","청소년관람불가","","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20256646","어리지만 섹스 좋아해요","20250816","성인물(에로)","청소년관람불가","","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20256662","육덕녀라 더 찰지는 맛","20250815","성인물(에로)","청소년관람불가","","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20256016","누나와 여친 사이","20250815","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","모니카","(주)영진크리에이티브","(주)영진크리에이티브","한국"
"20256645","곱게 늙은 아줌마의 야한 섹스","20250815","성인물(에로)","청소년관람불가","","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20191104","815사수작전","20250814","코미디","12세이상관람가","손병조","(주)하이씨씨","시네마 뉴원","한국"
"20245055","백산 - 의령에서 발해까지","20250205","다큐멘터리","전체관람가","진재운","(주)KNN","(주)드림팩트엔터테인먼트","한국"
"20244539","수연의 선율","20250806","가족|미스터리|스릴러","12세이상관람가","최종룡","탄탄픽쳐스","(주)싸이더스","한국"
"20246270","써니데이","20250219","드라마","12세이상관람가","이창무","(주)삼거리픽쳐스","(주)트리플픽쳐스","한국"
"20255923","하숙생：위험한 동거 무삭제판","20250808","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","김환진","(주)영진크리에이티브","(주)영진크리에이티브","한국"
"20256052","엔하이픈 브이알콘서트 : 이머전","20250808","드라마","전체관람가","김경국","(주)어메이즈브이알코리아","(주)어메이즈브이알코리아","한국"
"20255862","떡 맛","20250807","성인물(에로)|멜로/로맨스","청소년관람불가","김태수","유한회사 스튜디오루나","유한회사 스튜디오루나","한국"
"20255330","나 맛있지 2","20250807","멜로/로맨스","청소년관람불가","김태수","(주)까멜리아이엔티","(주)까멜리아이엔티","한국"
"20255945","망국전쟁 : 뉴라이트의 시작","20250723","다큐멘터리","12세이상관람가","구진형","","주식회사 한류역사문화티브이","한국"
"20254526","승리의 시작","20250619","다큐멘터리","12세이상관람가","권순도","퓨어웨이픽쳐스","퓨어웨이픽쳐스","한국"
"20231495","소주전쟁","20250530","드라마","15세이상관람가","","더램프(주)","(주)쇼박스","한국"
"20253248","씨그널: 바다의 마지막 신호","20250716","다큐멘터리","전체관람가","이지윤|박정례","(주)보더레스랩|주식회사 망그로브","(주)보더레스랩|(주)스튜디오디에이치엘","한국"
"20233006","히트맨2","20250122","코미디|액션","15세이상관람가","최원섭","베리굿스튜디오(주)|스튜디오타겟(주)","(주)바이포엠스튜디오","한국"
"20203863","승부","20250326","드라마","12세이상관람가","김형주","(주)영화사 월광","(주)바이포엠스튜디오","한국"
"20256653","실제하는 옆집 이모","20250731","성인물(에로)","청소년관람불가","","영화사 만월","영화사 만월","한국"
"20255328","물 흐르는 핑크색 꽃잎","20250731","멜로/로맨스","청소년관람불가","","(주)영화사가을","(주)영화사가을","한국"
"20254446","맛있는 과외 : 선생님과 학생들","20250731","멜로/로맨스","청소년관람불가","","(주)영화사가을","(주)영화사가을","한국"
"20256661","누나가 너무 가슴이 큼","20250730","성인물(에로)","청소년관람불가","","영화사 만월","영화사 만월","한국"
"20256621","새엄마의 쫄깃한 맛","20250729","성인물(에로)","청소년관람불가","","영화사 만월","영화사 만월","한국"
"20256135","대물형제의 유부녀 교환섹스","20250728","성인물(에로)","청소년관람불가","천성준","스마일컨텐츠","스마일컨텐츠","한국"
"20254782","새엄마 : 오늘은 제가 해드릴게요","20250724","멜로/로맨스","청소년관람불가","","(주)영화사가을","(주)영화사가을","한국"
"20254781","남녀의 떡정","20250724","멜로/로맨스","청소년관람불가","","(주)영화사가을","(주)영화사가을","한국"
"20256339","누나 친구의 비밀 교습","20250722","성인물(에로)","청소년관람불가","","영화사 만월","영화사 만월","한국"
"20254779","섹스노트 : 노래방, 미용실, 병원에서","20250717","멜로/로맨스","청소년관람불가","","(주)영화사가을","(주)영화사가을","한국"
"20255329","두 여자 : 나도 하고 싶다","20250717","멜로/로맨스","청소년관람불가","","(주)영화사가을","(주)영화사가을","한국"
"20194912","바이러스","20250507","드라마","12세이상관람가","강이관","더램프(주)","(주)바이포엠스튜디오","한국"
"20254436","엄마 섹스","20250710","멜로/로맨스","청소년관람불가","","(주)영화사가을","(주)영화사가을","한국"
"20255101","빨리 넣어줘 제발","20250710","멜로/로맨스","청소년관람불가","","(주)영화사가을","(주)영화사가을","한국"
"20254823","스와핑-왕게임","20250707","멜로/로맨스","청소년관람불가","김태수","","(주)까멜리아이엔티","한국"
"20255194","사장에게 벌려준 유학생","20250704","성인물(에로)","청소년관람불가","","","(주)씨맥스커뮤니케이션즈","한국"
"20256033","고고다이노 극장판: 게코도마뱀의 꿈","20250730","애니메이션","전체관람가","이원재","(주)모꼬지","(주)모꼬지","한국"
"20255706","젖 큰 자매 수상한 형제","20250703","드라마|성인물(에로)","청소년관람불가","","폭풍의 눈 ","주식회사 원스크린","한국"
"20255536","불륜섹스 : 누가 누가 잘하나","20250703","멜로/로맨스","청소년관람불가","","(주)영화사가을","(주)영화사가을","한국"
"20255079","물 많은 여자 3","20250703","멜로/로맨스","청소년관람불가","","(주)영화사가을","(주)영화사가을","한국"
"20255724","대물에 중독된 그녀들","20250701","성인물(에로)","청소년관람불가","","주식회사 피에스앤제이","주식회사 피에스앤제이","한국"
"20255656","꼬마마법사 주니토니","20250726","애니메이션","전체관람가","서동해","","씨제이 씨지브이(CJ CGV)(주)|와이드 릴리즈(주)","한국"
